article_id,PMID,RoB_ROBIS,AMSTAR_consensus,AMSTAR_levels,amstar_robis,PEA1,PEA2,PEA3,PEA4,PEA5,PEA6,PEA7,PEA8,PEA9,PEA10,PEA11,PEA12,total_score,number_of_cites_Google_Scholar,journal,year,Country,num_authors,num_institutions,funding,cochrane_affiliation,funding_academic,funding_industry,funding_non_pharma_companies,conflict_of_interest,conflict_of_interest_authors,countries_authors,page_count,log_page_count,class_of_study,metaanalysis_included,economic_analysis_included,journal_PRISMA_endorsement,abstract_format,abstract_word_count,journal,year,Total cites,journal_impact_factor,Impact factor without,5 year Impact factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-Life,Eigenfacto Score,Article Influence Score,% Articles in Citable Items,Normalized Eigenfactor,Average JIF Percentile,Q/D
83,26502807,LOW,10,high_quality,LowRisk_HighQuality,1,1,1,1,0,1,1,1,1,1,1,1,11,1,Health Technology Assessment,2015,United Kingdom,5,1,funding,no,1,0,0,0,0,1,202,7.66,RCTs & economical studies,No,Yes,no,8-headings,558,Health Technology Assessment,2015,4819,4.058,3.89,5.012,0.657,102,8.2,8.4,0.0093,1.916,84.31,1.06013,90.341,Q1
273,NBK62330,LOW,10,high_quality,LowRisk_HighQuality,1,1,0,0,0,1,1,1,0,1,0,0,6,101,Health Technology Assessment,2006,United Kingdom,11,3,UNK,no,0,0,0,0,0,1,258,8.01,RCTs,Yes,Yes,no,IMRAD ,1035,Health Technology Assessment,2006,1893,5.29,4.83,NA,0.52,50,4.8,8,NA,NA,14,NA,97.368,D1
289,11207450,HIGH,7,moderate_quality,HighRisk_HighQuality,1,1,1,1,0,1,1,1,0,1,0,0,8,220,Health Technology Assessment ,2000,United States,5,3,funding,no,1,0,0,5,100,1,133,7.06,RCTs,Yes,No,yes,8-headings,1365,Health Technology Assessment ,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,26528924,HIGH,7,moderate_quality,HighRisk_HighQuality,1,1,0,1,0,0,1,1,0,1,0,0,6,1,Human Vaccines and Immunotherapeutics,2016,United States,3,1,funding,no,1,0,0,0,0,1,8,3,RCTs,Yes,No,no,IMRAD ,182,Human Vaccines and Immunotherapeutics,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,26055639,HIGH,6,moderate_quality,HighRisk_HighQuality,0,1,0,0,0,1,0,1,0,1,0,0,4,6,Immunotherapy,2015,United Kingdom,5,2,,no,0,0,0,0,0,1,15,3.91,RCTs,No,No,no,free,123,Immunotherapy,2015,1087,2.083,1.995,2.063,0.33,88,3.5,5.7,0.00416,0.596,29.55,0.47435,25.497,Q3
18,26924402,HIGH,7,moderate_quality,HighRisk_HighQuality,1,1,1,1,0,1,0,1,1,1,0,0,8,1,"Indian Journal of Dermatology, Venereology and Leprology",2016,India,5,1,funding,no,1,0,0,0,0,1,19,4.25,RCTs & observational studies,No,No,no,free,195,"Indian Journal of Dermatology, Venereology and Leprology",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,25208594,HIGH,8,moderate_quality,HighRisk_HighQuality,1,1,0,1,0,1,1,1,1,1,0,0,8,11,International Journal of Dermatology,2014,United Kingdom,7,3,funding,no,1,0,0,0,0,2,14,3.81,RCTs,No,No,no,free,247,International Journal of Dermatology,2014,5927,1.415,1.333,1.542,0.282,298,9.3,9.4,0.00842,0.458,89.93,0.95995,41.803,Q3
47,25920774,LOW,7,moderate_quality,LowRisk_HighQuality,1,1,1,1,0,1,1,1,0,1,0,0,8,10,International Journal of Obesity,2015,United Kingdom,2,3,UNK,no,0,0,0,0,0,2,6,2.58,RCTs,Yes,No,no,IMRAD ,261,International Journal of Obesity,2015,20220,5.337,5.154,5.453,1.172,244,8.7,6.8,0.03311,1.96,91.8,3.77403,89.984,Q1
230,21862748,LOW,10,high_quality,LowRisk_HighQuality,1,1,1,1,0,1,1,1,0,1,0,0,8,168,JAMA - Journal of the American Medical Association,2011,United States,14,more10,No funding,no,0,0,0,14,100,1,8,3,RCTs,Yes,No,yes,IMRAD ,364,JAMA - Journal of the American Medical Association,2011,117668,30.026,29.368,29.684,6.927,220,8.8,5,0.28566,13.111,90,NA,98.387,D1
113,25188393,HIGH,8,moderate_quality,HighRisk_HighQuality,1,1,1,1,1,1,1,1,1,1,0,0,10,10,JAMA Dermatology,2014,United States,5,4,UNK,no,0,0,0,1,20,1,8,3,RCTs,No,No,yes,IMRAD ,256,JAMA Dermatology,2014,701,4.426,3.984,4.426,0.846,130,1.4,6.9,0.00304,1.482,96.15,0.34006,92.857,D1
154,23797343,HIGH,10,high_quality,HighRisk_HighQuality,1,1,1,1,0,1,1,1,0,1,0,0,8,60,JAMA Internal Medicine,2013,United States,3,1,funding,no,0,0,1,2,66,1,13,3.7,RCTs & observational studies,Yes,No,yes,8-headings,410,JAMA Internal Medicine,2013,745,NA,0,NA,4.268,164,0.5,5.7,0.00002,NA,95.73,0,0.321,Q4
19,26919330,LOW,10,high_quality,LowRisk_HighQuality,1,1,1,1,0,1,0,1,0,1,0,0,7,0,Journal of Alternative and Complementary Medicine,2016,United States,8,2,funding,no,1,0,0,0,0,2,15,3.91,RCTs,Yes,No,no,IMRAD ,259,Journal of Alternative and Complementary Medicine,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,23442134,HIGH,1,low_quality,HighRisk_LowQuality,0,1,1,0,0,1,0,1,0,1,0,0,5,30,Journal of Clinical Pharmacy and Therapeutics,2013,United Kingdom,4,4,UNK,no,0,0,0,,NA,1,10,3.32,RCTs,No,No,no,IMRAD ,341,Journal of Clinical Pharmacy and Therapeutics,2013,1756,2.104,2.024,1.905,0.465,129,6.3,7.3,0.00366,0.51,90.7,NA,46.552,Q3
15,26917347,HIGH,3,low_quality,HighRisk_LowQuality,0,1,0,0,0,1,1,1,0,1,0,0,5,1,Journal of Cutaneous Medicine and Surgery,2016,United States,6,3,funding,no,1,0,0,0,0,1,6,2.58,,No,No,no,free,200,Journal of Cutaneous Medicine and Surgery,2016,,1.191,,,,,,,,,,,,
116,25348757,HIGH,6,moderate_quality,HighRisk_HighQuality,1,1,0,1,0,1,0,1,0,1,0,0,6,1,Journal of Cutaneous Medicine and Surgery,2014,Germany,3,1,UNK,no,0,0,0,3,100,1,8,3,RCTs,Yes,No,no,IMRAD ,153,Journal of Cutaneous Medicine and Surgery,2014,623,0.935,0.91,0.92,0.143,63,7.1,8.7,0.00118,0.27,80.95,0.13195,24.603,Q4
9,27151546,HIGH,8,moderate_quality,HighRisk_HighQuality,1,1,1,1,1,1,1,1,0,1,0,0,9,0,Journal of Dermatological Treatment,2016,Sweden,5,4,UNK,no,0,0,0,0,0,1,9,3.17,observational studies,No,No,no,IMRAD ,199,Journal of Dermatological Treatment,2016,1413,1.857,1.709,1.642,0.358,106,6.3,7.8,0.00321,0.547,81.13,0.36557,58.197,Q2
319,27786594,HIGH,5,moderate_quality,HighRisk_HighQuality,1,1,0,1,0,1,0,1,0,1,0,0,6,2,Journal of Dermatological Treatment,2016,Denmark,5,5,No funding,no,0,0,0,0,0,1,10,3.32,RCTSs & observational studies,No,No,no,IMRAD ,218,Journal of Dermatological Treatment,2016,1413,1.857,1.709,1.642,0.358,106,6.3,7.8,0.00321,0.547,81.13,0.36557,58.197,Q2
170,22812568,HIGH,2,low_quality,HighRisk_LowQuality,0,1,1,0,0,1,0,1,1,1,0,0,6,14,Journal of Dermatological Treatment,2013,United Kingdom,4,4,funding,no,0,1,0,4,100,2,14,3.81,RCTs,No,No,no,free,196,Journal of Dermatological Treatment,2013,1096,1.764,1.645,1.483,0.663,83,6.2,8,0.00224,0.416,78.31,0.24685,56.557,Q2
221,20923370,HIGH,7,moderate_quality,HighRisk_HighQuality,1,1,1,1,0,1,0,1,0,1,0,0,7,15,Journal of Dermatological Treatment,2011,United Kingdom,7,4,funding,no,1,0,0,0,0,1,14,3.81,RCTs,Yes,No,no,IMRAD ,184,Journal of Dermatological Treatment,2011,847,1.234,1.218,1.394,0.214,56,5.6,7.7,0.00221,0.371,91.07,NA,42.241,Q3
203,23909714,HIGH,8,moderate_quality,HighRisk_HighQuality,1,1,1,1,1,1,1,1,1,1,0,0,10,16,Journal of Dermatology,2012,United Kingdom,5,2,funding,no,1,0,0,0,0,2,14,3.81,RCTs,Yes,No,no,free,264,Journal of Dermatology,2012,,1.577,,,,,,,,,,,,
303,22568495,HIGH,3,low_quality,HighRisk_LowQuality,0,1,1,1,0,0,0,1,1,1,0,0,6,20,Journal of Dermatology,2012,United Kingdom,3,1,No funding,no,0,0,0,0,0,1,4,2,observational studies,Yes,No,no,IMRAD ,292,Journal of Dermatology,2012,,1.577,,,,,,,,,,,,
317,27085754,LOW,9,high_quality,LowRisk_HighQuality,1,1,0,0,0,1,1,1,1,1,0,0,7,10,Journal of Investigative Dermatology,2016,United States,14,13,funding,no,1,0,0,5,35,1,8,3,,Yes,No,no,free,231,Journal of Investigative Dermatology,2016,25788,6.915,6.42,6.475,1.551,294,9,6.9,0.04311,2.199,94.56,4.91,99.18,D1
65,26046458,LOW,10,high_quality,LowRisk_HighQuality,1,1,0,0,1,1,1,1,0,1,0,0,7,17,Journal of Investigative Dermatology,2015,United Kingdom,4,1,funding,no,0,0,1,1,25,1,8,3,RCTs,Yes,No,no,free,209,Journal of Investigative Dermatology,2015,25788,6.915,6.42,6.475,1.551,294,9,6.9,0.04311,2.199,94.56,4.91336,99.18,D1
90,25362715,HIGH,2,low_quality,HighRisk_LowQuality,1,1,0,0,0,0,0,0,0,0,0,0,2,9,Journal of Rheumatology,2014,Canada,4,5,UNK,no,0,0,0,,NA,2,5,2.32,RCTs & observational studies,No,No,no,free,95,Journal of Rheumatology,2014,20878,3.187,2.962,3.407,1.125,287,">10,0",7,0.02617,0.999,95.82,2.9306,70.314,Q2
34,27061047,HIGH,3,low_quality,HighRisk_LowQuality,1,1,0,0,0,1,1,1,1,1,0,0,7,1,Journal of the American Academy of Dermatology,2016,United States,4,4,funding,no,0,1,0,4,100,2,14,3.81,,No,No,no,IMRAD ,225,Journal of the American Academy of Dermatology,2016,21849,5.621,5.225,5.472,1.264,239,9.5,7.4,0.03414,1.786,84.94,3.89132,95.902,D1
320,27720274,HIGH,4,low_quality,HighRisk_LowQuality,1,1,1,0,0,0,1,0,1,1,0,0,6,2,Journal of the American Academy of Dermatology,2016,USA,3,3,funding,no,1,0,0,0,0,1,7,2.81,,No,No,no,8-headings,196,Journal of the American Academy of Dermatology,2016,21849,5.621,5.225,5.472,1.264,239,9.5,7.4,0.03414,1.786,84.94,3.89132,95.902,D1
74,25455609,HIGH,8,moderate_quality,HighRisk_HighQuality,1,1,0,1,0,1,1,1,1,1,0,0,8,16,Journal of the American Academy of Dermatology,2015,United States,4,3,No funding,no,0,0,0,3,75,1,15,3.91,RCTs & observational studies,No,No,no,IMRAD ,209,Journal of the American Academy of Dermatology,2015,,5.621,,,,,,,,,,,,
144,24124809,HIGH,10,high_quality,HighRisk_HighQuality,1,1,1,0,0,1,1,1,1,1,0,0,8,64,Journal of the American Academy of Dermatology,2013,United States,5,4,funding,no,1,0,0,1,20,1,9,3.17,RCTs,Yes,No,no,IMRAD ,243,Journal of the American Academy of Dermatology,2013,20127,5.004,4.64,4.731,0.904,251,9.4,7.9,0.02977,1.377,88.84,3.28091,95.902,D1
151,23711766,HIGH,3,low_quality,HighRisk_LowQuality,1,1,1,1,0,1,0,0,1,1,0,0,7,27,Journal of the American Academy of Dermatology,2013,United States,4,2,No funding,no,0,0,0,0,0,1,15,3.91,,No,No,no,IMRAD ,198,Journal of the American Academy of Dermatology,2013,20127,5.004,4.64,4.731,0.904,251,9.4,7.9,0.02977,1.377,88.84,3.28091,95.902,D1
231,21315483,HIGH,9,high_quality,HighRisk_HighQuality,1,1,1,0,0,1,1,1,1,1,0,0,8,24,Journal of the American Academy of Dermatology,2011,United States,6,5,funding,no,1,0,0,1,16,1,22,4.46,RCTs,Yes,No,no,IMRAD ,251,Journal of the American Academy of Dermatology,2011,18641,3.991,3.661,4.135,0.808,250,9.1,8.3,0.03179,1.212,85.2,NA,95.69,D1
245,19900732,HIGH,7,moderate_quality,HighRisk_HighQuality,1,1,1,1,0,1,0,1,1,1,0,0,8,95,Journal of the American Academy of Dermatology,2010,United States,7,1,funding,no,1,1,0,4,57,1,18,4.17,RCTs & observational studies,No,No,no,IMRAD ,157,Journal of the American Academy of Dermatology,2010,,4.274,,,,,,,,,,,,
261,19664846,HIGH,4,low_quality,HighRisk_LowQuality,0,1,0,0,0,0,0,0,1,1,0,0,3,42,Journal of the American Academy of Dermatology,2009,United States,4,4,No funding,no,0,0,0,0,0,1,16,4,RCTs,Yes,No,no,IMRAD ,140,Journal of the American Academy of Dermatology,2009,17472,4.105,3.794,3.699,0.653,251,8.2,7.8,0.03424,0.972,80.88,NA,90.625,Q1
306,27431827,HIGH,4,low_quality,HighRisk_LowQuality,1,1,0,0,0,1,0,1,0,1,0,0,5,1,Journal of the European Academy of Dermatology and Venereology,2016,Germany,4,2,No funding,no,0,0,0,3,75,1,11,3.46,RCTSs & observational studies,No,No,no,free,295,Journal of the European Academy of Dermatology and Venereology,2016,6915,3.029,2.761,2.905,0.829,356,5.1,7.8,0.01703,0.888,86.8,1.94161,84.426,Q1
310,27739123,HIGH,7,moderate_quality,HighRisk_HighQuality,1,1,0,1,1,0,1,1,0,0,0,0,6,0,Journal of the European Academy of Dermatology and Venereology,2016,Spain,5,5,funding,no,0,1,1,5,100,5,8,3,,Yes,No,no,free,282,Journal of the European Academy of Dermatology and Venereology,2016,6915,3.029,2.761,2.905,0.829,356,5.1,7.8,0.01703,0.888,86.8,1.94161,84.426,Q1
72,25490866,HIGH,5,moderate_quality,HighRisk_HighQuality,1,1,0,1,0,1,1,1,1,1,0,0,8,11,Journal of the European Academy of Dermatology and Venereology,2015,United States,16,more10,funding,no,0,1,0,10,62.5,1,8,3,RCTs & observational studies,No,No,no,IMRAD ,201,Journal of the European Academy of Dermatology and Venereology,2015,,3.029,,,,,,,,,,,,
105,23425140,HIGH,2,low_quality,HighRisk_LowQuality,0,1,0,0,0,1,1,1,0,1,0,0,5,48,Journal of the European Academy of Dermatology and Venereology,2014,United Kingdom,3,3,funding,no,0,0,1,2,66,1,5,2.32,RCTs,No,No,no,IMRAD ,266,Journal of the European Academy of Dermatology and Venereology,2014,6077,2.826,2.625,2.976,0.578,256,5,7.8,0.01553,0.828,85.16,1.7388,83.333,Q1
115,24033851,HIGH,8,moderate_quality,HighRisk_HighQuality,1,1,1,1,0,1,1,1,0,1,0,0,8,33,Journal of the European Academy of Dermatology and Venereology,2014,United Kingdom,4,2,funding,no,0,1,0,2,50,1,21,4.39,RCTs,Yes,No,no,IMRAD ,390,Journal of the European Academy of Dermatology and Venereology,2014,6077,2.826,2.625,2.976,0.578,256,5,7.8,0.01553,0.828,85.16,1.7388,83.333,Q1
137,,HIGH,4,low_quality,HighRisk_LowQuality,1,1,1,1,0,1,1,1,0,1,0,0,8,5,Journal of Taibah University Medical Sciences,2014,Arabian Emirates,2,2,UNK,no,0,0,0,,NA,1,9,3.17,RCTs,No,No,no,IMRAD ,302,Journal of Taibah University Medical Sciences,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,23279069,HIGH,6,moderate_quality,HighRisk_HighQuality,1,1,0,1,0,1,0,1,0,1,0,0,6,13,Journal of the European Academy of Dermatology and Venereology,2013,United States,5,1,funding,no,0,1,0,5,100,1,21,4.39,RCTs,No,No,no,IMRAD ,238,Journal of the European Academy of Dermatology and Venereology,2013,5616,3.105,2.825,3.133,0.728,298,4.6,7.9,0.0148,0.847,90.27,1.63098,84.426,Q1
179,22779910,HIGH,5,moderate_quality,HighRisk_HighQuality,1,1,0,1,0,1,0,1,0,1,0,0,6,12,Journal of the European Academy of Dermatology and Venereology,2013,United States,5,1,funding,no,0,1,0,4,80,1,12,3.58,RCTs,No,No,no,IMRAD ,246,Journal of the European Academy of Dermatology and Venereology,2013,5616,3.105,2.825,3.133,0.728,298,4.6,7.9,0.0148,0.847,90.27,1.63098,84.426,Q1
196,22404617,HIGH,7,moderate_quality,HighRisk_HighQuality,1,0,0,1,0,1,1,1,0,1,0,0,6,42,Journal of the European Academy of Dermatology and Venereology,2012,United Kingdom,9,4,funding,no,0,1,0,9,100,1,14,3.81,RCTs,Yes,No,no,IMRAD ,268,Journal of the European Academy of Dermatology and Venereology,2012,4743,2.694,2.444,2.959,0.665,254,4.7,8,0.01455,0.866,83.46,NA,78.814,Q1
205,22512681,HIGH,3,low_quality,HighRisk_LowQuality,1,1,1,1,0,1,1,1,0,1,0,0,8,27,Journal of the European Academy of Dermatology and Venereology,2012,United Kingdom,15,more10,funding,no,0,1,0,15,100,1,9,3.17,RCTs,Yes,No,no,IMRAD ,288,Journal of the European Academy of Dermatology and Venereology,2012,4743,2.694,2.444,2.959,0.665,254,4.7,8,0.01455,0.866,83.46,NA,78.814,Q1
206,22512676,HIGH,6,moderate_quality,HighRisk_HighQuality,1,1,0,1,0,1,1,1,0,1,0,0,7,47,Journal of the European Academy of Dermatology and Venereology,2012,United Kingdom,15,more10,funding,no,0,1,0,15,100,1,11,3.46,RCTs,Yes,No,no,IMRAD ,308,Journal of the European Academy of Dermatology and Venereology,2012,4743,2.694,2.444,2.959,0.665,254,4.7,8,0.01455,0.866,83.46,NA,78.814,Q1
207,22512675,HIGH,4,low_quality,HighRisk_LowQuality,1,1,0,1,0,1,0,1,0,1,0,0,6,40,Journal of the European Academy of Dermatology and Venereology,2012,United Kingdom,15,more10,funding,no,0,1,0,15,100,1,10,3.32,RCTs,No,No,no,IMRAD ,291,Journal of the European Academy of Dermatology and Venereology,2012,4743,2.694,2.444,2.959,0.665,254,4.7,8,0.01455,0.866,83.46,NA,78.814,Q1
208,22512680,HIGH,4,low_quality,HighRisk_LowQuality,1,1,0,1,0,1,1,1,0,1,0,0,7,27,Journal of the European Academy of Dermatology and Venereology,2012,United Kingdom,15,more10,funding,no,0,1,0,15,100,1,5,2.32,RCTs,No,No,no,IMRAD ,387,Journal of the European Academy of Dermatology and Venereology,2012,4743,2.694,2.444,2.959,0.665,254,4.7,8,0.01455,0.866,83.46,NA,78.814,Q1
209,22512679,HIGH,5,moderate_quality,HighRisk_HighQuality,1,1,1,1,0,1,1,1,0,1,0,0,8,15,Journal of the European Academy of Dermatology and Venereology,2012,United Kingdom,15,more10,funding,no,0,1,0,15,100,1,11,3.46,RCTs,No,No,no,IMRAD ,467,Journal of the European Academy of Dermatology and Venereology,2012,4743,2.694,2.444,2.959,0.665,254,4.7,8,0.01455,0.866,83.46,NA,78.814,Q1
210,22512677,HIGH,5,moderate_quality,HighRisk_HighQuality,1,1,0,1,0,1,1,1,1,1,0,0,8,93,Journal of the European Academy of Dermatology and Venereology,2012,United Kingdom,15,more10,funding,no,0,1,0,15,100,1,10,3.32,observational studies,No,No,no,IMRAD ,509,Journal of the European Academy of Dermatology and Venereology,2012,4743,2.694,2.444,2.959,0.665,254,4.7,8,0.01455,0.866,83.46,NA,78.814,Q1
211,22512682,HIGH,4,low_quality,HighRisk_LowQuality,1,1,0,1,0,1,1,1,0,1,0,0,7,68,Journal of the European Academy of Dermatology and Venereology,2012,United Kingdom,15,more10,funding,no,0,1,0,15,100,1,7,2.81,observational studies,No,No,no,IMRAD ,378,Journal of the European Academy of Dermatology and Venereology,2012,4743,2.694,2.444,2.959,0.665,254,4.7,8,0.01455,0.866,83.46,NA,78.814,Q1
232,21388455,HIGH,5,moderate_quality,HighRisk_HighQuality,1,1,1,1,0,1,1,1,0,1,0,0,8,68,Journal of the European Academy of Dermatology and Venereology,2011,United Kingdom,15,more10,funding,no,0,0,0,9,60,1,9,3.17,,NA,NA,no,IMRAD ,379,Journal of the European Academy of Dermatology and Venereology,2011,4037,2.98,2.739,2.757,0.639,233,4.4,7.7,0.0129,0.75,87.55,NA,81.897,Q1
233,21388456,HIGH,5,moderate_quality,HighRisk_HighQuality,1,1,1,1,0,1,0,1,0,1,0,0,7,46,Journal of the European Academy of Dermatology and Venereology,2011,United Kingdom,15,more10,funding,no,0,1,0,15,100,1,6,2.58,RCTs & observational studies,No,No,no,IMRAD ,293,Journal of the European Academy of Dermatology and Venereology,2011,4037,2.98,2.739,2.757,0.639,233,4.4,7.7,0.0129,0.75,87.55,NA,81.897,Q1
235,21388454,HIGH,6,moderate_quality,HighRisk_HighQuality,1,1,1,1,0,1,0,1,0,1,0,0,7,90,Journal of the European Academy of Dermatology and Venereology,2011,United Kingdom,14,more10,funding,no,0,1,0,14,100,1,7,2.81,observational studies,Yes,No,no,IMRAD ,447,Journal of the European Academy of Dermatology and Venereology,2011,4037,2.98,2.739,2.757,0.639,233,4.4,7.7,0.0129,0.75,87.55,NA,81.897,Q1
73,25819235,HIGH,5,moderate_quality,HighRisk_HighQuality,1,1,0,1,0,0,0,1,0,1,0,0,5,1,Journal of the German Society of Dermatology,2015,United Kingdom,3,1,UNK,no,0,0,0,1,33,1,7,2.81,RCTs,No,No,no,free,188,Journal of the German Society of Dermatology,2015,1475,2.05,1.727,1.753,0.566,76,4.6,5.8,0.00369,0.431,68.42,0.41318,67.46,Q2
124,25039309,HIGH,4,low_quality,HighRisk_LowQuality,0,1,0,1,0,1,1,1,0,1,0,0,6,14,Journal of the German Society of Dermatology,2014,United Kingdom,8,8,funding,no,0,1,0,8,100,1,16,4,RCTs,No,No,no,IMRAD ,199,Journal of the German Society of Dermatology,2014,1475,2.05,1.727,1.753,0.566,76,4.6,5.8,0.00369,0.431,68.42,0.41318,67.46,Q2
108,24184041,LOW,7,moderate_quality,LowRisk_HighQuality,1,1,0,0,1,1,1,0,0,1,0,0,6,9,Patient Education and Counseling,2014,USA,5,5,UNK,no,0,0,0,,NA,1,12,3.58,RCTs & observational studies,Yes,No,no,IMRAD ,201,Patient Education and Counseling,2014,8477,2.598,2.175,3.158,0.877,253,6.1,8.1,0.02059,0.987,91.3,2.2698,86.77,D1
307,27895471,HIGH,4,low_quality,HighRisk_LowQuality,1,1,0,1,0,1,1,1,0,1,0,0,7,1,Patient preference and adherence,2016,Spain,5,2,funding,no,0,1,1,5,100,1,11,3.46,,No,No,no,IMRAD ,301,Patient preference and adherence,2016,1116,1.718,1.567,1.831,0.235,187,3,6.7,0.00387,0.496,88.24,0.44152,64.839,Q2
131,24890463,HIGH,2,low_quality,HighRisk_LowQuality,1,1,0,1,0,1,1,1,0,1,0,0,7,9,Pediatric Dermatology,2014,United Kingdom,3,1,UNK,no,0,0,0,,NA,1,10,3.32,observational studies,No,No,no,free,244,Pediatric Dermatology,2014,2915,1.015,0.919,1.157,0.208,240,7.1,8.6,0.00522,0.321,96.25,0.58514,25.804,Q3
64,24283358,HIGH,5,moderate_quality,HighRisk_HighQuality,1,1,0,1,0,1,1,1,0,0,0,0,6,13,Photodermatology Photoimmunology and Photomedicine,2015,United Kingdom,6,5,UNK,no,0,0,0,0,0,3,10,3.32,RCTs,Yes,No,no,free,190,Photodermatology Photoimmunology and Photomedicine,2015,1245,1.295,1.213,1.428,0.16,59,8,8.5,0.00187,0.361,96,0.20601,35.246,Q3
312,27213821,HIGH,5,moderate_quality,HighRisk_HighQuality,1,1,0,1,0,1,0,1,0,1,0,0,6,5,Phytotherapy Research,2016,USA,3,3,No funding,no,0,0,0,0,0,1,22,4.46,RCTSs & observational studies,No,No,no,free,213,Phytotherapy Research,2016,9930,2.694,2.444,2.519,0.388,245,7.6,7.8,0.01099,0.494,85.71,1.25321,58.166,Q2
51,25756474,HIGH,8,moderate_quality,HighRisk_HighQuality,1,1,1,1,1,1,0,1,0,1,0,0,8,5,Phytotherapy Research,2015,United Kingdom,7,4,No funding,no,0,0,0,0,0,1,8,3,RCTs,No,No,no,free,202,Phytotherapy Research,2015,9930,2.694,2.444,2.519,0.338,245,7.6,7.8,0.01099,0.494,85.71,1.25321,58.166,Q2
110,23817996,HIGH,6,moderate_quality,HighRisk_HighQuality,1,1,0,1,0,1,1,1,0,1,0,0,7,14,Phytotherapy Research,2014,United Kingdom,5,2,funding,no,1,0,0,0,0,2,18,4.17,RCTs,Yes,No,no,free,185,Phytotherapy Research,2014,9362,2.66,2.369,2.455,0.569,255,7,8.3,0.01187,0.493,86.27,1.329,58.747,Q2
10,27168193,HIGH,7,moderate_quality,HighRisk_HighQuality,1,1,0,0,1,1,1,1,1,1,0,0,8,0,PLoS ONE,2016,United States,3,2,No funding,no,0,0,0,0,0,1,14,3.81,,Yes,No,yes,IMRAD ,281,PLoS ONE,2016,,4.411,,,,,,,,,,,,
38,26674526,HIGH,7,moderate_quality,HighRisk_HighQuality,1,1,1,1,1,1,1,1,1,1,0,0,10,0,PLoS ONE,2015,United States,8,8,funding,no,0,1,0,8,100,1,13,3.7,observational studies,No,No,yes,8-headings,282,PLoS ONE,2015,425015,3.057,2.775,3.535,0.396,28114,3.1,7.9,1.81369,1.137,99.13,206.7,83.333,Q1
204,22509259,HIGH,5,moderate_quality,HighRisk_HighQuality,1,1,1,1,0,1,1,1,0,1,0,0,8,45,PLoS ONE,2012,United States,2,2,No funding,no,0,0,0,1,50,2,10,3.32,RCTs,No,No,yes,IMRAD ,299,PLoS ONE,2012,133246,3.73,3.228,4.244,0.407,23.406,2.4,7.1,0.77844,1.545,99.45,NA,88.393,Q1
315,27259580,HIGH,4,low_quality,HighRisk_LowQuality,1,1,0,1,0,1,0,1,0,1,0,0,6,2,Quality of Life Research,2016,Spain,5,2,funding,no,0,1,1,5,100,1,16,4,,No,No,no,IMRAD ,244,Quality of Life Research,2016,9395,2.429,2.124,3.081,0.5,290,8.4,8.8,0.01755,1.07,97.59,1.9999,76.404,Q2
277,16724367,HIGH,3,low_quality,HighRisk_LowQuality,,,,,,,,,,,,,,104,The Journal of rheumatology,2006,Canada,3,3,UNK,no,0,0,0,,,2,51,5.67,,NA,NA,no,free,139,The Journal of rheumatology,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
278,16724368,HIGH,2,low_quality,HighRisk_LowQuality,1,1,0,0,0,0,0,0,0,0,0,0,2,68,The Journal of rheumatology,2006,Canada,3,1,UNK,no,0,0,0,,,1,5,2.32,,NA,NA,no,free,41,The Journal of rheumatology,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,16724366,HIGH,2,low_quality,HighRisk_LowQuality,1,1,0,0,0,0,0,0,0,0,0,0,2,64,The Journal of rheumatology,2006,Canada,2,1,UNK,no,0,0,0,,,1,5,2.32,,NA,NA,no,free,73,The Journal of rheumatology,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,23271892,HIGH,7,moderate_quality,HighRisk_HighQuality,0,1,0,0,0,1,1,1,0,1,0,0,5,30,Biologics,2012,United States,4,4,funding,no,0,1,0,2,50,1,11,3.46,RCTs,Yes,No,no,IMRAD ,294,Biologics,2013,,NA,,,,,,,,,,,,
139,,HIGH,1,low_quality,HighRisk_LowQuality,0,1,1,1,0,1,1,1,0,0,0,0,6,4,,2013,Saudi Arabia,2,2,UNK,no,0,0,0,,,1,9,#N/A,,NA,NA,,free,229,,2013,,NA,,,,,,,,,,,,
